79
	0.333333333333333   0.333333333333333   0.033057055541624
       -0.001900928704400   0.500950464352200   0.000867019185663
	0.500950464352200   0.500950464352200   0.000867019185663
	0.500950464352200  -0.001900928704400   0.000867019185663
	0.023574084130543   0.488212957934729   0.011660052716448
	0.488212957934729   0.488212957934729   0.011660052716448
	0.488212957934729   0.023574084130543   0.011660052716448
	0.089726636099435   0.455136681950283   0.022876936356421
	0.455136681950283   0.455136681950283   0.022876936356421
	0.455136681950283   0.089726636099435   0.022876936356421
	0.196007481363421   0.401996259318289   0.030448982673938
	0.401996259318289   0.401996259318289   0.030448982673938
	0.401996259318289   0.196007481363421   0.030448982673938
	0.488214180481157   0.255892909759421   0.030624891725355
	0.255892909759421   0.255892909759421   0.030624891725355
	0.255892909759421   0.488214180481157   0.030624891725355
	0.647023488009788   0.176488255995106   0.024368057676800
	0.176488255995106   0.176488255995106   0.024368057676800
	0.176488255995106   0.647023488009788   0.024368057676800
	0.791658289326483   0.104170855336758   0.015997432032024
	0.104170855336758   0.104170855336758   0.015997432032024
	0.104170855336758   0.791658289326483   0.015997432032024
	0.893862072318140   0.053068963840930   0.007698301815602
	0.053068963840930   0.053068963840930   0.007698301815602
	0.053068963840930   0.893862072318140   0.007698301815602
	0.916762569607942   0.041618715196029  -0.000632060497488
	0.041618715196029   0.041618715196029  -0.000632060497488
	0.041618715196029   0.916762569607942  -0.000632060497488
	0.976836157186356   0.011581921406822   0.001751134301193
	0.011581921406822   0.011581921406822   0.001751134301193
	0.011581921406822   0.976836157186356   0.001751134301193
	0.048741583664839   0.344855770229001   0.016465839189576
	0.344855770229001   0.606402646106160   0.016465839189576
	0.606402646106160   0.048741583664839   0.016465839189576
	0.344855770229001   0.048741583664839   0.016465839189576
	0.606402646106160   0.344855770229001   0.016465839189576
	0.048741583664839   0.606402646106160   0.016465839189576
	0.006314115948605   0.377843269594854   0.004839033540485
	0.377843269594854   0.615842614456541   0.004839033540485
	0.615842614456541   0.006314115948605   0.004839033540485
	0.377843269594854   0.006314115948605   0.004839033540485
	0.615842614456541   0.377843269594854   0.004839033540485
	0.006314115948605   0.615842614456541   0.004839033540485
	0.134316520547348   0.306635479062357   0.025804906534650
	0.306635479062357   0.559048000390295   0.025804906534650
	0.559048000390295   0.134316520547348   0.025804906534650
	0.306635479062357   0.134316520547348   0.025804906534650
	0.559048000390295   0.306635479062357   0.025804906534650
	0.134316520547348   0.559048000390295   0.025804906534650
	0.013973893962392   0.249419362774742   0.008471091054441
	0.249419362774742   0.736606743262866   0.008471091054441
	0.736606743262866   0.013973893962392   0.008471091054441
	0.249419362774742   0.013973893962392   0.008471091054441
	0.736606743262866   0.249419362774742   0.008471091054441
	0.013973893962392   0.736606743262866   0.008471091054441
	0.075549132909764   0.212775724802802   0.018354914106280
	0.212775724802802   0.711675142287434   0.018354914106280
	0.711675142287434   0.075549132909764   0.018354914106280
	0.212775724802802   0.075549132909764   0.018354914106280
	0.711675142287434   0.212775724802802   0.018354914106280
	0.075549132909764   0.711675142287434   0.018354914106280
       -0.008368153208227   0.146965436053239   0.000704404677908
	0.146965436053239   0.861402717154987   0.000704404677908
	0.861402717154987  -0.008368153208227   0.000704404677908
	0.146965436053239  -0.008368153208227   0.000704404677908
	0.861402717154987   0.146965436053239   0.000704404677908
       -0.008368153208227   0.861402717154987   0.000704404677908
	0.026686063258714   0.137726978828923   0.010112684927462
	0.137726978828923   0.835586957912363   0.010112684927462
	0.835586957912363   0.026686063258714   0.010112684927462
	0.137726978828923   0.026686063258714   0.010112684927462
	0.835586957912363   0.137726978828923   0.010112684927462
	0.026686063258714   0.835586957912363   0.010112684927462
	0.010547719294141   0.059696109149007   0.003573909385950
	0.059696109149007   0.929756171556853   0.003573909385950
	0.929756171556853   0.010547719294141   0.003573909385950
	0.059696109149007   0.010547719294141   0.003573909385950
	0.929756171556853   0.059696109149007   0.003573909385950
	0.010547719294141   0.929756171556853   0.003573909385950
