70
	0.333333333333333   0.333333333333333   0.030809939937647
	0.013310382738157   0.493344808630921   0.009072436679404
	0.493344808630921   0.493344808630921   0.009072436679404
	0.493344808630921   0.013310382738157   0.009072436679404
	0.061578811516086   0.469210594241957   0.018761316939594
	0.469210594241957   0.469210594241957   0.018761316939594
	0.469210594241957   0.061578811516086   0.018761316939594
	0.127437208225989   0.436281395887006   0.019441097985477
	0.436281395887006   0.436281395887006   0.019441097985477
	0.436281395887006   0.127437208225989   0.019441097985477
	0.210307658653168   0.394846170673416   0.027753948610810
	0.394846170673416   0.394846170673416   0.027753948610810
	0.394846170673416   0.210307658653168   0.027753948610810
	0.500410862393686   0.249794568803157   0.032256225351457
	0.249794568803157   0.249794568803157   0.032256225351457
	0.249794568803157   0.500410862393686   0.032256225351457
	0.677135612512315   0.161432193743843   0.025074032616922
	0.161432193743843   0.161432193743843   0.025074032616922
	0.161432193743843   0.677135612512315   0.025074032616922
	0.846803545029257   0.076598227485371   0.015271927971832
	0.076598227485371   0.076598227485371   0.015271927971832
	0.076598227485371   0.846803545029257   0.015271927971832
	0.951495121293100   0.024252439353450   0.006793922022963
	0.024252439353450   0.024252439353450   0.006793922022963
	0.024252439353450   0.951495121293100   0.006793922022963
	0.913707265566071   0.043146367216965  -0.002223098729920
	0.043146367216965   0.043146367216965  -0.002223098729920
	0.043146367216965   0.913707265566071  -0.002223098729920
	0.008430536202420   0.358911494940944   0.006331914076406
	0.358911494940944   0.632657968856636   0.006331914076406
	0.632657968856636   0.008430536202420   0.006331914076406
	0.358911494940944   0.008430536202420   0.006331914076406
	0.632657968856636   0.358911494940944   0.006331914076406
	0.008430536202420   0.632657968856636   0.006331914076406
	0.131186551737188   0.294402476751957   0.027257538049138
	0.294402476751957   0.574410971510855   0.027257538049138
	0.574410971510855   0.131186551737188   0.027257538049138
	0.294402476751957   0.131186551737188   0.027257538049138
	0.574410971510855   0.294402476751957   0.027257538049138
	0.131186551737188   0.574410971510855   0.027257538049138
	0.050203151565675   0.325017801641814   0.017676785649465
	0.325017801641814   0.624779046792512   0.017676785649465
	0.624779046792512   0.050203151565675   0.017676785649465
	0.325017801641814   0.050203151565675   0.017676785649465
	0.624779046792512   0.325017801641814   0.017676785649465
	0.050203151565675   0.624779046792512   0.017676785649465
	0.066329263810916   0.184737559666046   0.018379484638070
	0.184737559666046   0.748933176523037   0.018379484638070
	0.748933176523037   0.066329263810916   0.018379484638070
	0.184737559666046   0.066329263810916   0.018379484638070
	0.748933176523037   0.184737559666046   0.018379484638070
	0.066329263810916   0.748933176523037   0.018379484638070
	0.011996194566236   0.218796800013321   0.008104732808192
	0.218796800013321   0.769207005420443   0.008104732808192
	0.769207005420443   0.011996194566236   0.008104732808192
	0.218796800013321   0.011996194566236   0.008104732808192
	0.769207005420443   0.218796800013321   0.008104732808192
	0.011996194566236   0.769207005420443   0.008104732808192
	0.014858100590125   0.101179597136408   0.007634129070725
	0.101179597136408   0.883962302273467   0.007634129070725
	0.883962302273467   0.014858100590125   0.007634129070725
	0.101179597136408   0.014858100590125   0.007634129070725
	0.883962302273467   0.101179597136408   0.007634129070725
	0.014858100590125   0.883962302273467   0.007634129070725
       -0.035222015287949   0.020874755282586   0.000046187660794
	0.020874755282586   1.014347260005363   0.000046187660794
	1.014347260005363  -0.035222015287949   0.000046187660794
	0.020874755282586  -0.035222015287949   0.000046187660794
	1.014347260005363   0.020874755282586   0.000046187660794
       -0.035222015287949   1.014347260005363   0.000046187660794
